Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,PostId,Id
"2563","1","2801","","2008-08-05 16:47:28","","4","2367","<p>Any good recommendations for a platform agnostic (i.e. Javascript) grid control/plugin that will accept pasted Excel data and can emit Excel-compliant clipboard data during a Copy?</p>

<p>I believe Excel data is formatted as CSV during ""normal"" clipboard operations.</p>

<hr>

<p><a href=""http://dhtmlx.com/docs/products/dhtmlxGrid/"" rel=""nofollow"">dhtmlxGrid</a> looks promising, but the online demo's don't actually copy contents to my clipboard!</p>
","307","","1288","","2012-10-17 11:06:23","2012-10-17 11:06:23","What is a good web-based Grid that accepts Excel clipboard data?","<excel><csv><grid><clipboard>","5","0","1","","","2563","522"
"11045","1","12018","","2008-08-14 13:54:43","","22","50195","<p>Does anyone know how I can get a user-defined function to re-evaluate itself (based on changed data in the spreadsheet)?  I've tried <strong><kbd>F9</kbd></strong> and <strong><kbd>Shift</kbd>+<kbd>F9</kbd></strong>, but those don't work.  The only thing that seems to work is editing the cell with the function call and then pressing Enter.  Any ideas?  I seem to remember being able to do this...</p>
","767","Brian Sullivan","3611800","","2014-05-07 10:43:51","2015-09-24 22:25:00","Refresh Excel VBA Function Results","<excel><excel-vba><user-defined-functions>","8","0","3","","","11045","522"
"14453","1","19672","","2008-08-18 10:58:45","","3","381","<p>I'm needing to access Excel workbooks from .Net. I know all about the different ways of doing it (I've written them up in a <a href=""http://blog.functionalfun.net/2008/06/reading-and-writing-excel-files-with.html"" rel=""nofollow"" title=""Reading and Writing Excel files in .Net"">blog post</a>), and I know that using a native .Net component is going to be the fastest. But the question is, which of the components wins? Has anybody benchmarked them? I've been using Syncfusion XlsIO, but that's very slow for some key operations (like deleting rows in a workbook containing thousands of Named ranges).</p>
","1727","","","","","2014-10-14 14:53:02","Does anyone have .Net Excel IO component benchmarks?","<c#><excel><components>","3","0","0","","","14453","522"
"15828","1","16051","","2008-08-19 07:23:46","","233","310050","<p>Is there a free or open source library to read Excel files (.xls) directly from a C# program? </p>

<p>It does not need to be too fancy, just to select a worksheet and read the data as strings. So far, I've been using Export to Unicode text function of Excel, and parsing the resulting (tab-delimited) file, but I'd like to eliminate the manual step.</p>
","838","dbkk","2134","Chris","2008-09-26 18:42:01","2012-12-23 06:43:09","Reading Excel files from C#","<c#><.net><excel><ms-office>","32","1","239","","","15828","522"
"20465","1","26691","","2008-08-21 16:36:12","","6","2612","<p>I'm developing an Excel 2007 add-in using Visual Studio Tools for Office (2008).  I have one sheet with several ListObjects on it, which are being bound to datatables on startup.  When they are bound, they autosize correctly.</p>

<p>The problem comes when they are re-bound.  I have a custom button on the ribbon bar which goes back out to the database and retrieves different information based on some criteria that the user inputs.  This new data comes back and is re-bound to the ListObjects - however, this time they are not resized and I get an exception:</p>

<blockquote>
  <p>ListObject cannot be bound because it
  cannot be resized to fit the data. The
  ListObject failed to add new rows.
  This can be caused because of
  inability to move objects below of the
  list object.</p>
  
  <blockquote>
    <p>Inner exception: ""Insert method of Range class failed""<br />
    Reason: Microsoft.Office.Tools.Excel.FailureReason.CouldNotResizeListObject</p>
  </blockquote>
</blockquote>

<p>I was not able to find anything very meaningful on this error on Google or MSDN.  I have been trying to figure this out for a while, but to no avail.</p>

<p>Basic code structure:</p>

<pre><code>//at startup
DataTable tbl = //get from database
listObj1.SetDataBinding(tbl);
DataTable tbl2 = //get from database
listObj2.SetDataBinding(tbl2);  

//in buttonClick event handler
DataTable tbl = //get different info from database
//have tried with and without unbinding old source
listObj1.SetDataBinding(tbl);              &lt;-- exception here
DataTable tbl2 = //get different info from database
listObj2.SetDataBinding(tbl2);
</code></pre>

<p>Note that this exception occurs even when the ListObject is shrinking, and not only when it grows.</p>
","940","theprise","","","","2009-03-18 16:33:36",".NET - Excel ListObject autosizing on databind","<c#><.net><excel><data-binding><vsto>","3","0","3","","","20465","522"
"21448","1","","","2008-08-21 23:42:39","","6","21274","<p>I have an SSIS package that exports data to a couple of Excel files for transfer to a third party. To get this to run as a scheduled job on a 64-bit server I understand that I need to set the step as a CmdExec type and call the 32-bit version of DTExec. But I don't seem to be able to get the command right to pass in the connection string for the Excel files.</p>

<p>So far I have this: </p>

<pre><code>DTExec.exe /SQL \PackageName /SERVER OUR2005SQLSERVER /CONNECTION 
LETTER_Excel_File;\""""Provider=Microsoft.Jet.OLEDB.4.0"";""Data 
Source=""""C:\Temp\BaseFiles\LETTER.xls"";""Extended Properties=
""""Excel 8.0;HDR=Yes"""" /MAXCONCURRENT "" -1 "" /CHECKPOINTING OFF /REPORTING E
</code></pre>

<p>This gives me the error: <strong><code>Option ""Properties=Excel 8.0;HDR=Yes"" is not valid.</code></strong></p>

<p>I've tried a few variations with the Quotation marks but have not been able to get it right yet.</p>

<p>Does anyone know how to fix this?</p>

<p><strong><code>UPDATE:</code></strong></p>

<p>Thanks for your help but I've decided to go with CSV files for now, as they seem to just work on the 64-bit version.</p>
","2375","nige","5071535","user756519","2015-09-30 16:43:14","2015-09-30 16:43:14","How do I access Excel data source from an SSIS package deployed on a 64-bit server?","<sql-server><excel><ssis>","5","3","","","","21448","522"
"22708","1","22715","","2008-08-22 15:49:53","","25","38054","<p>How would you determine the column name (e.g. ""AQ"" or ""BH"") of the nth column in Excel?</p>

<p>Edit: A language-agnostic algorithm to determine this is the main goal here.</p>
","940","theprise","940","theprise","2008-08-22 16:17:38","2014-05-14 21:06:50","How do I find the Excel column name that corresponds to a given integer?","<algorithm><excel><language-agnostic>","20","2","8","2013-09-03 00:34:44","","22708","522"
"22879","1","22908","","2008-08-22 17:02:14","","6","4867","<p>I'm able to connect to and read an excel file no problem.  But when importing data such as zipcodes that have leading zeros, how do you prevent excel from guessing the datatype and in the process stripping out leading zeros?</p>
","1874","The Imir of GrooFunkistan","","","","2015-04-01 14:35:40","How do you prevent leading zeros from being stripped when importing an excel doc using c#","<c#><asp.net><excel><ado.net>","8","0","1","","","22879","522"
"27020","1","27139","","2008-08-25 22:11:30","","3","13976","<p>I have an Excel Spreadsheet like this</p>

<pre>
id | data for id
   | more data for id
id | data for id
id | data for id
   | more data for id
   | even more data for id
id | data for id
   | more data for id
id | data for id
id | data for id
   | more data for id
</pre>

<p>Now I want to group the data of one id by alternating the background color of the rows</p>

<pre>
var color = white
for each row
    if the first cell is not empty and color is white
        set color to green
    if the first cell is not empty and color is green
        set color to white
    set background of row to color
</pre>

<p>Can anyone help me with a macro or some VBA code</p>

<p>Thanks</p>
","2798","fordan","3486029","","2014-04-08 18:23:40","2015-07-15 16:54:55","Alternating coloring groups of rows in Excel","<excel><excel-vba>","7","0","3","","","27020","522"
"27288","1","","","2008-08-26 02:28:39","","1","11834","<p>I know that this should be easy but how do I export/save a DataGridView to excel?</p>
","359","BK","","","","2014-04-11 05:56:30","How do I save a datagrid to excel in vb.net?","<vb.net><excel>","9","0","2","","","27288","522"
"29141","1","29232","","2008-08-26 22:55:37","","11","18028","<p>The problem: Loading an excel spreadsheet template.  Using the Save command with a different filename and then quitting the interop object.  This ends up saving the original template file. Not the result that is liked.</p>

<pre><code>public void saveAndExit(string filename)
{        
    excelApplication.Save(filename);
    excelApplication.Quit();
}
</code></pre>

<p>Original file opened is c:\testing\template.xls
The file name that is passed in is c:\testing\7777 (date).xls</p>

<p>Does anyone have an answer?</p>

<p>(The answer I chose was the most correct and thorough though the wbk.Close() requires parameters passed to it.  Thanks.)</p>
","3135","Chad Boyer","3135","Chad Boyer","2008-08-27 16:25:51","2011-02-02 15:42:32","Using Interop with C#, Excel Save changing original. How to negate this?","<c#><excel>","4","0","0","","","29141","522"
"29630","1","29719","","2008-08-27 06:40:13","","3","7759","<p>I've writen an Excel-based, database reporting tool. Currentely, all the VBA code is associated with a single XLS file. The user generates the report by clicking a button on the toolbar. Unfortunately, unless the user has saved the file under another file name, all the reported data gets wiped-out.</p>

<p>When I have created similar tools in Word, I can put all the code in a template (.dot) file and call it from there. If I put the template file in the Office startup folder, it will launch everytime I start Word. Is there a similar way, to package and distribute my code in Excel? I've tried using Add-ins, but I didn't find a way to call the code from the application window.</p>
","2665","JonnyGold","1505120","sascha","2015-09-15 00:48:43","2015-10-01 16:40:58","What is the best way to package and distribute an Excel application","<excel><excel-vba><office-addins>","5","0","3","","","29630","522"
"34493","1","34719","","2008-08-29 15:49:25","","5","2166","<p>We have a few very large Excel workbooks (dozens of tabs, over a MB each, very complex calculations) with many dozens, perhaps hundreds of formulas that use the dreaded INDIRECT function. These formulas are spread out throughout the workbook, and target several tables of data to look-up for values.</p>

<p>Now I need to move the ranges of data that are targeted by these formulas to a different location in the same workbook.</p>

<p>(The reason is not particularly relevant, but interesting on its own. We need to run these things in Excel Calculation Services and the latency hit of loading each of the rather large tables one at a time proved to be unacceptably high. We are moving the tables in a contiguous range so we can load them all in one shot.)</p>

<p><strong>Is there any way to locate all the INDIRECT formulas that currently refer to the tables we want to move?</strong></p>

<p>I don't need to do this on-line. I'll happily take something that takes 4 hours to run as long as it is reliable.</p>

<p>Be aware that the .Precedent, .Dependent, etc methods only track direct formulas.</p>

<p>(Also, rewriting the spreadsheets in <em>whatever</em> is not an option for us).</p>

<p>Thanks!</p>
","2230","Euro Micelli","3486029","","2014-04-08 18:20:35","2014-04-08 18:20:35","Excel: list ranges targeted by INDIRECT formulas","<excel><excel-vba>","5","1","","","","34493","522"
"40637","1","40785","","2008-09-02 20:56:12","","3","4185","<p>I'm building an excel template (*.xlt) for a user here, and one of the things I want to do is have it insert the current date when a new document is created (ie, when they double-click the file in windows explorer).  How do I do this?</p>

<p><strong>Update:</strong> I should have added that I would prefer not to use any vba (macro).  If that's the only option, then so be it, but I'd really like to avoid forcing my user to remember to click some 'allow macro content' button.</p>
","3043","Joel Coehoorn","3043","Joel Coehoorn","2008-09-02 21:12:34","2012-06-02 17:03:41","Insert current date in Excel template at creation","<excel><templates>","3","0","","","","40637","522"
"40741","1","40843","","2008-09-02 21:36:45","","15","13770","<p>I am using Excel 2003 and the built-in IDE for programming VBA, but a lot of things bug me. Obviously, the built-in nature of the VBA IDE is a big plus. Is there a (free?) alternative out there?</p>
","3445","sdfx","1505120","warren","2015-09-15 00:48:25","2015-09-15 00:48:25","Is there an alternative IDE for VBA development?","<excel><vba><excel-vba><ide>","4","0","3","","","40741","522"
"46907","1","46931","","2008-09-05 21:15:50","","0","444","<pre><code>INSERT INTO tblExcel (ename, position, phone, email) VALUES ('Burton, Andrew', 'Web Developer / Network Assistant', '876-9259', 'aburton@wccs.edu')
</code></pre>

<p>I've got an Access table that has five fields: id, ename, position, phone, and email...each one is plain text field with 50 characters, save for position which is 255 and id which is an autoincrement field.  I'm using a VB.NET to read data from an Excel table, which gets pushed into a simple class that's used to fill out that query.  I do the same thing with two other tables, whose data are pulled from a DB2 table and a MySQL table through.  The other two work, but this simple INSERT loop keeps failing, so I don't think it's my ""InsertNoExe"" function that handles all the OleDb stuff.</p>

<p>So, um, does that query, any of the field titles, etc. look bogus?  I can post other bits of code if anyone wants to see it.</p>

<p><strong>EDIT:</strong> Fixed.  I wasn't sure if the wide image counted as a Stack Overflow bug or not, which is why I left it.</p>

<p><strong>EDIT 2:</strong> I'm dense.  I use a try...catch to see the bogus query, and don't even check the ex.messsage.  Gah.</p>

<pre><code>INSERT INTO tblExcel (ename, position, phone, email) VALUES ('Burton, Andrew', 'Web Developer / Network Assistant', '876-9259', 'aburton@wccs.edu')

   at System.Data.OleDb.OleDbCommand.ExecuteCommandTextErrorHandling(Int32 hr)
   at System.Data.OleDb.OleDbCommand.ExecuteCommandTextForSingleResult(tagDBPARAMS dbParams, Object&amp; executeResult)
   at System.Data.OleDb.OleDbCommand.ExecuteCommandText(Object&amp; executeResult)
   at System.Data.OleDb.OleDbCommand.ExecuteCommand(CommandBehavior behavior, Object&amp; executeResult)
   at System.Data.OleDb.OleDbCommand.ExecuteReaderInternal(CommandBehavior behavior, String method)
   at System.Data.OleDb.OleDbCommand.ExecuteNonQuery()
   at EmployeeList.EmployeeDatabase.ExeNonQuery(String sql) in C:\andy\html\code\vb\EmployeeList\EmployeeDatabase.vb:line 263

Syntax error in INSERT INTO statement.
</code></pre>

<p><strong>EDIT 3:</strong> Thank you, Chris.</p>
","4252","AndyB","2548","Remou","2008-10-11 23:33:50","2008-10-11 23:33:50","Is there anything wrong with this query?","<sql><vb.net><excel><ms-access><oledb>","2","1","","","","46907","522"
"49964","1","","","2008-09-08 15:41:57","","4","121560","<p>Each cell contains some text and a background color. So I have some cells that are blue and some that are red. What function do I use to count the number of red cells?</p>

<p>I have tried <code>=COUNTIF(D3:D9,CELL(""color"",D3))</code> with no success (Where <code>D3</code> is red).</p>
","453046","FortunateDuke","3067523","FortunateDuke","2014-01-12 13:00:42","2015-03-11 14:37:23","Count a list of cells with the same background color","<excel><excel-vba>","3","0","1","","","49964","522"
"51098","1","51111","","2008-09-09 01:56:09","","2","779","<p>I have two spreadsheets... when one gets modified in a certain way I want to have a macro run that modifies the second in an appropriate manner.  I've already isolated the event I need to act on (the modification of any cell in a particular column), I just can't seem to find any concrete information on accessing and modifying another spreadsheet (this spreadsheet is located on a different LAN share also... the user has access to both, though).</p>

<p>Any help would be great.  References on how to do this or something similar are just as good as concrete code samples.</p>
","271","Justin Bennett","3204551","","2015-02-23 19:17:38","2015-02-23 19:17:38","Modifying a spreadsheet using a VB macro","<excel><excel-vba>","4","0","","","","51098","522"
"51462","1","","","2008-09-09 09:31:41","","11","8641","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/158706/how-to-properly-clean-up-excel-interop-objects-in-c"">How to properly clean up Excel interop objects in C#</a>  </p>
</blockquote>



<p>Suppose a ASP.NET web application generates automated Excel Reports on the server. How do we kill a server-side Excel.EXE once the processing is over. I am raising this purposely, because I believe that the Garbage Collecter does not clean the Excel executable even after the Excel file is closed.</p>

<p>Any pointers would be helpful?</p>
","4021","Codeslayer","","","","2010-10-14 22:24:27","Killing Excel.EXE on server","<asp.net><excel>","15","1","3","2011-09-24 23:57:49","","51462","522"
"51941","1","91978","","2008-09-09 13:54:58","","3","14785","<p>I have created a database report generator in Excel. I am trying to create a dialog box that displays status information as the program runs.</p>

<p>When I generate the report, although the dialog box appears, I cannot refresh/update the information it displays. Most of the time, the dialog box only partially appears. I have tried using the .repaint method, but I still get the same results. I only see the complete dialog box, after the report is generated.</p>
","2665","JonnyGold","1505120","Chris","2015-09-15 00:48:06","2015-09-15 00:48:06","How do I create a status dialog box in Excel","<excel><excel-vba>","5","0","1","","","51941","522"
"52008","1","267894","","2008-09-09 14:26:39","","0","269","<p>I need to design a small project for generating excel reports in .NET, which will be sent to users to use.</p>

<p>The excel reports will contain PivotTables.</p>

<p>I don't have much experience with them, but I can think of three implementation alternatives:</p>

<ol>
<li>Set a query for it, populate it, send it disconnected. This way the user will be able to group values and play a little, but he will not be able to refresh the data.</li>
<li>Generate a small access database and send it along with the excel file, connect to it.</li>
<li>Copy the data to the excel (perhaps in some other sheet) and connect to the data there. This will make the excel file very large I think.</li>
</ol>

<p>What would be the best alternative in regards to performance vs usability? Is there another alternative I don't know about?</p>
","1782","Juan Manuel","","","","2008-11-06 07:56:35","Options for PivotTables in Excel","<.net><excel><vsto><pivot-table>","5","0","","","","52008","522"
"53719","1","53723","","2008-09-10 09:50:49","","2","33423","<p>It is obviously possible to hide individual data points in an Excel line chart.</p>

<ul>
<li>Select a data point. </li>
<li>Right click -> Format Data Point... </li>
<li>Select Patterns</li>
<li>Tab Set Line to None</li>
</ul>

<p>How do you accomplish the same thing in VBA? Intuition tells me there should be a property on the <a href=""http://msdn.microsoft.com/en-us/library/aa174283%28office.11%29.aspx"" rel=""nofollow"">Point object</a> <code>Chart.SeriesCollection(&lt;index&gt;).Points(&lt;index&gt;</code> which deals with this...</p>
","5085","d91-jal","3486029","","2014-04-08 18:23:50","2015-07-16 12:42:47","Hiding data points in Excel line charts","<excel><excel-vba><charts>","7","0","","","","53719","522"
"54387","1","54429","","2008-09-10 15:23:26","","6","2048","<p>I have a set of calculation methods sitting in a .Net DLL.  I would like to make those methods available to Excel (2003+) users so they can use them in their spreadsheets.</p>

<p>For example, my .net method:</p>

<pre><code>public double CalculateSomethingReallyComplex(double a, double b) {...}
</code></pre>

<p>I would like enable them to call this method just by typing a formula in a random cell:</p>

<pre><code>=CalculateSomethingReallyComplex(A1, B1)
</code></pre>

<p>What would be the best way to accomplish this?</p>
","1324220","Bjorn Reppen","4","Joel Spolsky","2008-09-16 09:15:02","2012-06-02 16:43:39","Exposing .net methods as Excel functions?","<.net><excel><interop><vsto>","2","0","3","","","54387","522"
"57927","1","60187","","2008-09-11 23:41:16","","3","4630","<p>I have an excel spreadsheet in a format similar to the following...</p>

<pre><code>| NAME  | CLUB | STATUS | SCORE |
| Fred  |  a   | Gent   | 145   |
| Bert  |  a   | Gent   | 150   |
| Harry |  a   | Gent   | 195   |
| Jim   |  a   | Gent   | 150   |
| Clare |  a   | Lady   | 99    |
| Simon |  a   | Junior | 130   |
| John  |  b   | Junior | 130   |
   :
   :
| Henry |  z   | Gent   | 200   |
</code></pre>

<p>I need to convert this table into a list of the ""Top Ten"" teams. The rules are</p>

<ul>
<li>Each team score is taken from the sum of four members of that club.</li>
<li>These totals should be of the best four scores except...
<ul>
<li>Each team must consist of at least one Junior or Lady</li>
</ul></li>
</ul>

<p>For example in the table above the team score for club A would be 625 <strong>not</strong> 640 as you would take the scores for Harry(190), Bert(150), Jim(150), and Simon(130). You could not take Fred's(145) score as that would give you only Gents.</p>

<p>My question is, can this be done easily as a series of Excel formula, or will I need to resort to using something more procedural?</p>

<p>Ideally the solution needs to be automatic in the team selections, I don't want to have to create separate hand crafted formula for each team. I also will not necessarily have a neatly ordered list of each clubs members. Although I could probably generate the list via an extra calculation sheet.</p>
","3720","Vagnerr","476681","","2011-09-14 08:47:16","2012-06-02 16:27:52","Top ten ordering in Excel based on complex team rules","<excel><excel-vba><spreadsheet>","6","0","1","","","57927","522"
"57987","1","184213","","2008-09-12 00:10:25","","5","40912","<p>Does anyone know how to write to an excel file (.xls) via OLEDB in C#?  I'm doing the following:</p>

<pre><code>   OleDbCommand dbCmd = new OleDbCommand(""CREATE TABLE [test$] (...)"", connection);
   dbCmd.CommandTimeout = mTimeout;
   results = dbCmd.ExecuteNonQuery();
</code></pre>

<p>But I get an OleDbException thrown with message:</p>

<blockquote>
  <p>""Cannot modify the design of table
  'test$'.  It is in a read-only
  database.""</p>
</blockquote>

<p>My connection seems fine and I can select data fine but I can't seem to insert data into the excel file, does anyone know how I get read/write access to the excel file via OLEDB?</p>
","39040","Danielb","","","","2012-06-02 16:24:19","Writing into excel file with OLEDB","<c#><excel><oledb>","7","1","4","","","57987","522"
"58289","1","58295","","2008-09-12 04:18:39","","3","4691","<p>We have a requirement to increase the functionality of a grid we are using to edit on our webapp, and our manager keeps citing Excel as the perfect example for a data grid :/ He still doesn't really get that a Spreadsheet like control doesn't exist out of the box, but I thought I'd do a bit of searching nonetheless.</p>

<p>I've found a couple of products on Google, but was wondering if anyone else has any feedback around any such controls (obviously the cheaper or <em>ahem</em> freer the better)</p>

<p><strong>EDIT</strong> We do currently have the Telerik controls, but what the 'current' requirement is, is a control that can copy and paste (e.g) 3 cells from one row and paste them on another, the row by row editing of Telerik doesn't really cut it. We are currently in competition with an 'Excel' based solution, which is always a nightmare in winning users around, who always prefer flexibility to structure</p>
","5302","lagerdalek","5302","lagerdalek","2008-09-12 04:27:12","2015-03-20 13:49:42","Excel like server side control for ASP.NET","<asp.net><excel><servercontrols>","3","0","1","","","58289","522"
"59075","1","59114","","2008-09-12 14:04:02","","41","83769","<p>How do I save each sheet in an Excel workbook to separate <code>CSV</code> files with a macro?</p>

<p>I have an excel with multiple sheets and I was looking for a macro that will save each sheet to a separate <code>CSV (comma separated file)</code>. Excel will not allow you to save all sheets to different <code>CSV</code> files.</p>
","5790","AlexDuggleby","1505120","","2015-01-30 14:03:19","2015-01-30 14:03:19","Save each sheet in a workbook to separate CSV files","<excel><excel-vba><csv>","6","0","33","","","59075","522"
