Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,PostId,Id
"10848","1","","","2008-08-14 09:51:06","","372","211423","<p>Does anybody know if it's possible, and how, to programmatically send a SMS from the iPhone, with the official SDK / Cocoa Touch?</p>
","","Marco","916299","","2015-08-07 13:50:30","2015-08-07 13:50:30","How to programmatically send SMS on the iPhone?","<ios><objective-c><cocoa-touch><sms>","18","1","160","","","10848","58338"
"22358","1","","","2008-08-22 13:35:01","","698","715843","<p>Is there any way to tinker with the iPhone SDK on a Windows machine? Are there plans for an iPhone SDK version for Windows?</p>

<p>The only other way I can think of doing this is to run a Mac VM image on a <strong>VMWare</strong> server running on Windows, although I'm not too sure how legal this is.</p>
","2454","ryanmcc","1122718","","2015-03-26 07:12:21","2015-07-28 13:53:07","How can I develop for iPhone using a Windows development machine?","<ios><windows><osx>","40","9","369","","2012-09-17 17:16:03","22358","58338"
"28551","1","44008","","2008-08-26 16:35:06","","179","44337","<p>In a day or two I'll be ready to submit my iPhone app to the AppStore and I'm curious whether people who have gone through this process have any tips / suggestions for a smooth submission process.</p>

<p>Here's things I've covered;</p>

<ul>
<li>No memory leaks</li>
<li>Tested performance on an actual device</li>
<li>Doesn't crash :)</li>
<li>Using correct certificates / profile</li>
</ul>

<p>What I'm a little unsure about are how to configure the ""Bundle Display Name"" /""Bundle Identifier"" and ""Bundle Name"" in info.plist. I understand the first is the text that's shown on the iPhone itself, but what about the last? Does this have to match Bundle Identifier?</p>

<p>Are there any other things I should add to the info.plist? I've noticed that when built for Adhoc distribution my app does not have any author/title information in iTunes.</p>
","1043","Andrew","19679","Rich B","2011-10-22 16:37:47","2013-11-11 15:39:07","Tips for a successful AppStore submission?","<iphone><ios><app-store>","21","2","166","2012-01-19 08:00:28","","28551","58338"
"37464","1","37522","","2008-09-01 04:55:58","","174","103371","<p>If I create an application on my Mac, is there any way I can get it to run on an iPhone without going through the app store?</p>

<p>It doesn't matter if the iPhone has to be jailbroken, as long as I can still run an application created using the official SDK. For reasons I won't get into, I can't have this program going through the app store.</p>
","752","Dan Walker","321731","","2014-05-28 03:57:28","2015-09-24 08:39:13","iPhone App Minus App Store?","<iphone><ios><app-store><appstore-approval>","9","0","143","","","37464","58338"
"40154","1","4868661","","2008-09-02 17:52:24","","400","182117","<p>How can you beta test an iPhone app?  I can get it on my own device, and anyone that gives me a device, I can run it on theirs, but is there a way to do a limited release via the app store for beta testing?</p>

<p>Answer: iOS 4.0 and later: <a href=""http://www.paradeofrain.com/2010/11/taking-the-pain-out-of-ad-hoc-testing/"">Instructions on wirelessly distributing your application to beta testers</a>.</p>

<p>Related: Also, see <a href=""http://stackoverflow.com/questions/37464/iphone-app-minus-app-store"">this question</a> on getting your app onto phones without using the App Store.</p>
","245","michaelpryor","916299","michaelpryor","2015-08-07 13:51:09","2015-09-15 14:46:52","How do you beta test an iphone app?","<ios><beta-testing>","15","1","328","","","40154","58338"
"47941","1","155355","","2008-09-06 23:18:22","","71","49548","<p>I'm trying to upload an application to the iPhone App Store, but I get this error message from iTunes Connect:</p>

<blockquote>
  <p>The binary you uploaded was invalid. The signature was invalid, or it was not signed with an Apple submission certificate.</p>
</blockquote>

<hr>

<p>Note: The details of original question have been removed, as this page has turned into a repository for all information about possible causes of that particular error message.</p>

<p>For general information on submitting iPhone applications to the App Store, see <a href=""http://stackoverflow.com/questions/796482/steps-to-upload-an-iphone-application-to-the-appstore"">Steps to upload an iPhone application to the AppStore</a>.</p>
","1175","Kristopher Johnson","1175","","2012-01-24 19:01:05","2015-08-03 09:00:12","Invalid iPhone Application Binary","<iphone><ios><app-store><code-signing><itunesconnect>","34","1","26","","2008-12-01 18:01:38","47941","58338"
"50467","1","18931531","","2008-09-08 19:21:19","","296","185673","<p>Is there a good way to adjust the size of a <code>UITextView</code> to conform to its content? Say for instance I have a <code>UITextView</code> that contains one line of text:</p>

<p>""Hello world""</p>

<p>I then add another line of text:</p>

<p>""Goodbye world""</p>

<p>Is there a good way in Cocoa Touch to get the rect that will hold all of the lines in the text view so that I can adjust the parent view accordingly?</p>

<p>As another example, look at the Notes field for events in the Calendar application--note how the cell (and the <code>UITextView</code> it contains) expands to hold all lines of text in the notes string.</p>
","1967","drewh","916299","","2015-08-07 13:48:00","2015-10-01 18:32:46","How do I size a UITextView to its content?","<ios><cocoa-touch><uikit><uitextview>","27","0","205","","","50467","58338"
"63408","1","63458","","2008-09-15 14:29:15","","11","5664","<p>When I load my iPhone app it always loads a black screen first then pops up the main window. This happens even with a simple empty app with a single window loaded. I've noticed that when loading, most apps zoom in on the main window (or scale it to fit the screen, however you want to think about it) and then load the content of the screen, with no black screen (see the Contacts app for an example).</p>

<p>How do I achieve this effect?</p>
","1967","drewh","3830876","","2015-08-24 18:22:57","2015-08-24 18:22:57","iPhone app loading","<iphone><ios>","4","0","2","","","63408","58338"
"113547","1","","","2008-09-22 07:05:42","","229","313402","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/22358/how-can-i-develop-for-iphone-using-a-windows-development-machine"">How can I develop for iPhone using a Windows development machine?</a>  </p>
</blockquote>



<p>Is there a way to develop iPhone (iOS) applications on Windows?  I really don't want to get yet another machine.  </p>

<p>There is a project on <a href=""http://code.google.com/p/winchain/wiki/HowToUse"" rel=""nofollow"">http://code.google.com/p/winchain/wiki/HowToUse</a> that seemed to work with iPhone 1.0, but had limited success with iPhone 2.0, plus it requires all the <a href=""http://en.wikipedia.org/wiki/Cygwin"" rel=""nofollow"">Cygwin</a> insanity.  </p>

<p>Is there anything else, or do I have to buy a Mac?</p>
","9382","AngryHacker","345188","","2011-10-28 20:33:26","2012-09-17 15:18:21","iPhone development on Windows","<iphone><windows><ios>","0","0","16","2012-09-17 17:15:09","2010-09-17 09:39:38","113547","58338"
"125619","1","125645","","2008-09-24 05:55:29","","78","14342","<p>I'm working on an app that requires no user input, but I don't want the iPhone to enter the power saving mode.</p>

<p>Is it possible to disable power saving from an app?</p>
","3740","lajos","1300707","Jerub","2012-04-17 18:16:24","2015-03-27 07:02:41","How do I prevent the iPhone screen from dimming or turning off while my application is running?","<iphone><ios>","2","1","25","","","125619","58338"
