Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,PostId,Id
"5629","1","14192","","2008-08-08 04:03:10","","132","67741","<pre><code>&lt;!DOCTYPE html&gt;<br></code></pre>

<p>It is supposed to be backwards compatible with HTML4 and XHTML. <a href=""http://ejohn.org/blog/html5-doctype/"" rel=""nofollow"">John Resig posted about some of the benefits</a>.</p>

<p>As long as we don't use any of the new and not supported yet features, would there be any downside to start building sites with this doctype?</p>","653","","","","","2011-08-20 08:55:04","Any reason not to start using the HTML 5 doctype?","<html><html5><doctype>","10","1","74","2011-08-27 12:27:45","","5629","905"
"108207","1","108232","","2008-09-20 13:55:10","","139","192507","<p>I want the search box on my web page to display the word ""Search"" in gray italics. When the box receives focus, it should look just like an empty text box. If there is already text in it, it should display the text normally (black, non-italics). This will help me avoid clutter by removing the label.</p>

<p>BTW, this is an on-page <a href=""http://en.wikipedia.org/wiki/Ajax_%28programming%29"">Ajax</a> search, so it has no button.</p>
","7668","Michael L Perry","24874","","2015-08-20 18:32:12","2015-08-20 18:46:55","How do I make an HTML text box show a hint when empty?","<javascript><html><html5>","18","1","50","","","108207","905"
"134727","1","577778","","2008-09-25 17:32:19","","97","181437","<p>What are the key differences between <a href=""http://www.w3.org/TR/REC-html40/"">HTML4</a> and <a href=""http://www.w3.org/html/wg/html5/"">HTML5 draft</a>?</p>

<p>Please keep the answers related to changed syntax and added/removed html elements.</p>
","21473","deepwell","21473","","2009-06-30 03:26:52","2014-11-23 16:51:38","What's the key difference between HTML 4 and HTML 5?","<html><html5><html4>","8","0","45","","","134727","905"
"150577","1","150593","","2008-09-29 20:48:54","","29","104042","<p>Where can I test HTML 5 functionality today - is there any test build of any rendering engines which would allow testing, or is it to early? I'm aware that much of the spec hasn't been finalised, but some has, and it would be good to try it out!</p>
","16511","Rich Bradshaw","","","","2010-04-17 11:42:32","Which browser has the best support for HTML 5 currently?","<html><html5>","8","0","5","2010-06-11 04:18:07","","150577","905"
"169928","1","169931","","2008-10-04 07:39:10","","3","616","<p>I keep reading about how great this new Canvas element for HTML5 is and I see amazing demos done with just javascript and no flash.  Where can I find some good information on how to some of these things myself?</p>
","12448","Frew","","","","2011-08-31 13:52:09","Where can I find some good information about how the new canvas HTML element works?","<javascript><html><html5><canvas>","6","0","1","","","169928","905"
"256953","1","256998","","2008-11-02 15:10:14","","46","59140","<p>It seems that HTML 5 is going to be supported (partially) by Firefox 3.1 and other browsers. It is adding support for video and audio as tags, but these are new tags that XHTML 1.0 Transitional does not recognize. What is the behavior supposed to be if I use a new HTML 5 tag in a future version of Firefox but use the DTD for XHTML? And what if I mix HTML 5 markup with XHTML 1.0 Trans?</p>

<p>This is getting confusing. Why didn't they just add these tags to XHTML? How do we support both XHTML and HTML 5?</p>

<p>Video on HTML 5: <a href=""http://www.youtube.com/watch?v=xIxDJof7xxQ"">http://www.youtube.com/watch?v=xIxDJof7xxQ</a></p>
","10366","Brennan","10366","Brennan","2008-11-02 18:08:53","2013-08-18 04:59:40","HTML 5 versus XHTML 1.0 Transitional?","<html><xhtml><html5>","10","1","19","","","256953","905"
"289225","1","289469","","2008-11-14 04:12:23","","120","300084","<p>Is there any HTML5 support in IE8?  Is it on the IE8 roadmap?</p>
","36590","Bruno Tyndall","36590","Bruno Tyndall","2009-12-21 22:27:46","2014-03-17 18:00:28","Does Internet Explorer 8 support HTML 5?","<internet-explorer><internet-explorer-8><html5>","13","4","21","","","289225","905"
"304284","1","304334","","2008-11-20 03:53:48","","6","1373","<p>(Related to <a href=""http://stackoverflow.com/questions/304086/is-there-a-secure-browser-cache"">Is there a secure Browser Cache?</a> ):</p>

<p>Do any of the implementations of HTML5 session storage write to disk ever?</p>

<p>e.g. can I rely on having a ""secure""/""private"" cache that I know will not be able to persist beyond the browser session whether it </p>

<ul>
<li>times out</li>
<li>is ended/logs out</li>
<li>browser closes/crashes/power button on computer</li>
</ul>

<p>See </p>

<ul>
<li><a href=""http://www.whatwg.org/specs/web-apps/current-work/#appcache"">HTML5 Browser Application Cache</a></li>
<li><a href=""http://www.whatwg.org/specs/web-apps/current-work/#the-sessionstorage-attribute"">HTML5 sessionStorage</a></li>
</ul>
","37193","Stephen","37193","Stephen","2008-11-20 04:06:08","2008-11-21 02:52:09","Can HTML5 sessionStorage be written to disk?","<security><browser><caching><html5><privacy>","1","0","1","","","304284","905"
"304299","1","306278","","2008-11-20 04:05:52","","3","881","<p>Our dev shop continues to support IE6 etc.  I'm wanting to <a href=""http://stackoverflow.com/questions/304284/can-html5-sessionstorage-be-written-to-disk"">use session storage</a> to make an app-cache but wondering how much work it would be...  </p>

<p>Is it possible to use an HTML4 doc type in an HTML5-compatible browser and still access the sessionStorage, or do I have to browser sniff and return different pages (perhaps just with doctype alteration) to get it to work?</p>
","37193","Stephen","","","","2008-11-20 20:19:04","Does my page have to have the HTML5 doctype to access sessionStorage","<caching><html5><html4>","2","0","","","","304299","905"
"348736","1","348818","","2008-12-08 05:33:34","","41","17089","<p>I have noticed jQuery (or is it Firefox) will turn some of my <code>&lt;span class=""presentational""&gt;&lt;/span&gt; into &lt;span class=""presentational"" /&gt;</code></p>

<p>Now my question is, is this okay to write my markup like this? Will any browsers choke on it?</p>

<p>Personally, I think it looks cleaner to do <code>&lt;span class=""presentational"" /&gt;</code> if it's going to be empty.</p>
","31671","alex","31671","alex","2014-11-25 03:04:42","2014-11-25 03:04:42","Is writing self closing tags for elements not traditionally empty bad practice?","<xml><html5><xhtml>","8","3","20","","","348736","905"
