Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,PostId,Id
"79","1","62853","","2008-08-01 13:56:33","","20","10456","<p>The version of Subclipse (1.2.4) currently available through Aptana's automagic Plugins Manager does not work with the newest version of Subversion.</p>

<p>I see on the Subclipse website however that they have 1.4.2 out for Eclipse. So I added a <a href=""http://subclipse.tigris.org/update_1.4.x"">new remote update site</a> to my Update manager. When I tried to install it, it told me I needed Mylyn 3.0.0. So I after much searching I found Mylyn 3.0.0 and added <a href=""http://download.eclipse.org/tools/mylyn/update/e3.3"">another new remote update site</a> to my update manager. Then when I tried to install that, it told me I needed org.eclipse.ui 3.3.0 or equivalent.</p>

<p>Looking at the configuration details for Aptana, it looks like it is built against eclipse 3.2.2.</p>

<p>Does anyone know if there is a way to upgrade the version of Eclipse Aptana is built against to 3.3.0? Or if there is some other way to get Subclipse to work with the very newest version of Subversion?</p>

<p>I know this isn't necessarily a ""programming"" question, but I hope it's ok since it's highly relevant to the programming experience...</p>
","58","Christopher McCulloh","561309","Gaius","2011-08-24 06:53:11","2011-08-24 06:53:11","How can you get Subclipse in Aptana to work with the newest release of Subversion?","<eclipse><svn><aptana><subclipse>","4","0","1","","","79","53"
"888","1","890","","2008-08-03 23:18:21","","358","251923","<p>How do you debug <strong>PHP</strong> scripts?</p>

<p>I am aware of basic debugging such as using the Error Reporting. The breakpoint debugging in <strong>PHPEclipse</strong> is also quite useful.</p>

<p>What is the <strong>best</strong> (in terms of fast and easy) way to debug in phpStorm or any other IDE?</p>
","131","","4248328","","2015-06-04 10:18:02","2015-10-01 11:16:08","How do you debug PHP scripts?","<php><eclipse><debugging><phpstorm><xdebug>","29","14","132","","2011-03-09 11:34:12","888","53"
"2222","1","8753","","2008-08-05 12:52:42","","6","2027","<p>I'm currently working on an application with a frontend written in Adobe Flex 3. I'm aware of <a href=""http://code.google.com/p/as3flexunitlib/"" rel=""nofollow"">FlexUnit</a> but what I'd really like is a unit test runner for Ant/NAnt and a runner that integrates with the Flex Builder IDE (AKA Eclipse). Does one exist? </p>

<p>Also, are there any other resources on how to do Flex development ""the right way"" besides the <a href=""http://labs.adobe.com/wiki/index.php/Cairngorm"" rel=""nofollow"">Cairngorm microarchitecture</a> example?</p>
","266","","2159583","Chris Fournier","2014-08-08 13:51:24","2014-08-08 13:51:24","How can I unit test Flex applications from within the IDE or a build script?","<flex><eclipse><unit-testing><build-automation><cairngorm>","4","0","1","","","2222","53"
"2826","1","13373","","2008-08-05 20:51:11","","130","36120","<p>Are there any great plugins out there for Eclipse, either free or otherwise?</p>
","396","","1276636","","2014-08-06 06:25:20","2015-03-10 08:12:39","Do you have any recommended plugins for Eclipse?","<eclipse><eclipse-plugin>","51","1","145","2013-06-09 12:36:14","2009-01-20 08:29:22","2826","53"
"6222","1","7877","","2008-08-08 18:17:50","","6","3837","<p>Is anyone successfully using the latest 64-bit Ganymede release of Eclipse on Windows XP or Vista 64-bit?</p>

<p>Currently I run the normal Eclipse 3.4 distribution on a 32bit JDK and launch &amp; compile my apps with a 64bit JDK. Our previous experience has been that the 64bit Eclipse distro is unstable for us, so I'm curious if anyone is using it successfully.</p>

<p>We are using JDK 1.6.0_05.</p>","235","","15352","Craig Angus","2008-10-11 14:41:37","2010-08-20 06:27:06","Eclipse on win64","<java><eclipse><eclipse-3.4><ganymede>","2","0","","","","6222","53"
"6816","1","6840","","2008-08-09 15:40:30","","61","24615","<p>I was hoping someone could help me out with a problem I'm having using the java search function in Eclipse on a particular project.</p>

<p>When using the java search on one particular project, I get an error message saying <code>Class file name must end with .class</code> (see stack trace below). This does not seem to be happening on all projects, just one particular one, so perhaps there's something I should try to get rebuilt?</p>

<p>I have already tried <code>Project -&gt; Clean</code>... and Closing Eclipse, deleting all the built class files and restarting Eclipse to no avail.</p>

<p>The only reference I've been able to find on Google for the problem is at <a href=""http://www.crazysquirrel.com/computing/java/eclipse/error-during-java-search.jspx"">http://www.crazysquirrel.com/computing/java/eclipse/error-during-java-search.jspx</a>, but unfortunately his solution (closing, deleting class files, restarting) did not work for me.</p>

<p>If anyone can suggest something to try, or there's any more info I can gather which might help track it's down, I'd greatly appreciate the pointers.</p>

<pre><code>Version: 3.4.0
Build id: I20080617-2000
</code></pre>

<p>Also just found this thread - <a href=""http://www.myeclipseide.com/PNphpBB2-viewtopic-t-20067.html"">http://www.myeclipseide.com/PNphpBB2-viewtopic-t-20067.html</a> - which indicates the same problem may occur when the project name contains a period. Unfortunately, that's not the case in my setup, so I'm still stuck.</p>

<pre><code>Caused by: java.lang.IllegalArgumentException: Class file name must end with .class
at org.eclipse.jdt.internal.core.PackageFragment.getClassFile(PackageFragment.java:182)
at org.eclipse.jdt.internal.core.util.HandleFactory.createOpenable(HandleFactory.java:109)
at org.eclipse.jdt.internal.core.search.matching.MatchLocator.locateMatches(MatchLocator.java:1177)
at org.eclipse.jdt.internal.core.search.JavaSearchParticipant.locateMatches(JavaSearchParticipant.java:94)
at org.eclipse.jdt.internal.core.search.BasicSearchEngine.findMatches(BasicSearchEngine.java:223)
at org.eclipse.jdt.internal.core.search.BasicSearchEngine.search(BasicSearchEngine.java:506)
at org.eclipse.jdt.core.search.SearchEngine.search(SearchEngine.java:551)
at org.eclipse.jdt.internal.corext.refactoring.RefactoringSearchEngine.internalSearch(RefactoringSearchEngine.java:142)
at org.eclipse.jdt.internal.corext.refactoring.RefactoringSearchEngine.search(RefactoringSearchEngine.java:129)
at org.eclipse.jdt.internal.corext.refactoring.rename.RenameTypeProcessor.initializeReferences(RenameTypeProcessor.java:594)
at org.eclipse.jdt.internal.corext.refactoring.rename.RenameTypeProcessor.doCheckFinalConditions(RenameTypeProcessor.java:522)
at org.eclipse.jdt.internal.corext.refactoring.rename.JavaRenameProcessor.checkFinalConditions(JavaRenameProcessor.java:45)
at org.eclipse.ltk.core.refactoring.participants.ProcessorBasedRefactoring.checkFinalConditions(ProcessorBasedRefactoring.java:225)
at org.eclipse.ltk.core.refactoring.Refactoring.checkAllConditions(Refactoring.java:160)
at org.eclipse.jdt.internal.ui.refactoring.RefactoringExecutionHelper$Operation.run(RefactoringExecutionHelper.java:77)
at org.eclipse.jdt.internal.core.BatchOperation.executeOperation(BatchOperation.java:39)
at org.eclipse.jdt.internal.core.JavaModelOperation.run(JavaModelOperation.java:709)
at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:1800)
at org.eclipse.jdt.core.JavaCore.run(JavaCore.java:4650)
at org.eclipse.jdt.internal.ui.actions.WorkbenchRunnableAdapter.run(WorkbenchRunnableAdapter.java:92)
at org.eclipse.jface.operation.ModalContext$ModalContextThread.run(ModalContext.java:121)
</code></pre>

<p>Thanks McDowell, closing and opening the project seems to have fixed it (at least for now).</p>
","797","","814074","Matt Sheppard","2013-12-23 08:14:44","2013-12-23 08:14:44","Class file name must end with .class exception in Java Search","<java><eclipse><search>","6","1","18","","","6816","53"
"7779","1","28154","","2008-08-11 13:30:21","","6","2488","<p>I have read through several reviews on Amazon and some books seem outdated.  I am currently using MyEclipse 6.5 which is using Eclipse 3.3.  I'm interested in hearing from people that have experience learning RCP and what reference material they used to get started.</p>
","791","","275567","","2012-10-14 04:13:48","2012-10-14 04:13:48","I would like a recommendation for a book on Eclipse's Rich Client Platform (RCP)","<java><eclipse><rcp><myeclipse>","6","0","2","","","7779","53"
"9769","1","","","2008-08-13 13:09:58","","0","216","<p>I'd like to script FlexBuilder so that I can run debug or profile without having to switch to FlexBuilder and manually clicking the button (or using the key combo). Is this possible without writing an extension?</p>

<p>To be more specific, this is exactly what I want to do: I want to create a TextMate command that talks to FlexBuilder and makes it run the debug target for the currently selected project. TextMate already has support for interacting with Xcode in this way, and it would be great to be able to do the same with FlexBuilder.</p>
","1109","Theo","905","Keith","2008-08-18 19:34:10","2009-06-17 07:00:01","Can I script FlexBuilder without writing an extension?","<eclipse><flexbuilder><textmate>","3","0","","","","9769","53"
"9928","1","","","2008-08-13 15:11:09","","5","5323","<p>I am working on a small webapp and I want to use Groovy to write some unit testing for my app. Most of my coding is done on Eclipse and I really want to run all the unit testing with the graphical test runner within Eclipse (I really like the green bar :) )</p>

<p>Sadly, after 4 hours of try-and-error, I'm still not able to setup properly. I tried to use the Eclipse Junit4 test runner to run a Groovy file with method annotated for testing using @Test. But it keeps complaining NoClassDefFoundException</p>

<p>Anyone can help? </p>

<p>Here is content of my groovy file, named simpleTest.groovy</p>

<pre><code>import org.junit.Test
import static org.junit.Assert.assertEquals

class simpleTest{
  @Test
  void trial(){
    assertEquals 6, 3+3
  }
}
</code></pre>

<p>Anyone can help?</p>
","","Ferdinand Chan","","","","2015-06-20 02:15:55","How to setup Groovy + Eclipse + Junit4?","<eclipse><groovy><junit>","5","1","3","","","9928","53"
"16704","1","","","2008-08-19 18:37:44","","1","1241","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/2213205/configure-eclipse-to-use-vs-net-shortcuts"">Configure Eclipse to use VS.Net shortcuts?</a>  </p>
</blockquote>



<p>I mostly work in VS2008 but I need to do some java work in Eclipse. Is there an easy and fast way to map the VS2008 keyboard shortcuts to Eclipse?</p>

<p>For example, I want to map F11 in Eclipse to ""step info"" instead of its default of F5 but don't want to have to map each and every shortcut manually...</p>
","1463","Guy","3850","hop","2008-11-02 02:22:54","2009-10-29 03:16:31","Map VS2008 keyboard shortcuts to Eclipse","<visual-studio-2008><eclipse>","3","2","1","2011-06-29 23:29:03","","16704","53"
