Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,PostId,Id
"402","1","2530953","","2008-08-02 10:47:08","","69","66219","<p>Note: this question is from 2008 and now is of only historic interest.</p>

<hr>

<p>What's the best way to create an iPhone application that runs in landscape mode from the start, regardless of the position of the device?</p>

<p>Both programmatically and using the Interface Builder.</p>
","136","","294884","","2014-06-15 09:11:04","2014-06-15 09:11:04","iPhone app in landscape mode, 2008 systems","<iphone><objective-c>","9","2","34","","","402","154"
"1505","1","3507075","","2008-08-04 19:02:36","","17","5757","<p>How do I set the icon that appears on the iPhone for the web sites I create?</p>","83","","83","Zack","2008-08-04 19:07:43","2010-08-17 21:24:58","How do I give my web sites an icon for iPhone?","<iphone><html><favicon><apple-touch-icon>","4","2","3","","","1505","154"
"1598","1","3490980","","2008-08-04 21:17:51","","59","44407","<p>I'm not sure what the correct size should be.</p>

<p>Many sites seem to repeat that the apple-touch-icon should be 57x57 pixels but cite a broken link as their source.</p>

<p><a href=""http://www.hanselman.com/blog/MakeYourWebsiteMobileAndIPhoneFriendlyAddHomeScreenIPhoneIconsAndAdjustTheViewPort.aspx"">Hanselman</a>'s and <a href=""http://playgroundblues.com/posts/2008/jan/15/iphone-bookmark-iconage/"">playgroundblues</a>'s comments suggest different sizes including 163x163 and 60x60.</p>

<p>Apple's own <a href=""http://www.apple.com/apple-touch-icon.png"">apple.com icon</a> is 129x129!</p>

<p>See my related question:
<a href=""http://stackoverflow.com/questions/1505/how-do-i-give-my-web-sites-an-icon-for-iphone"">How do I give my web sites an icon for iPhone?</a></p>
","83","","77914","","2010-11-06 18:45:39","2014-10-21 12:40:52","What are the correct pixel dimensions for an apple-touch-icon?","<iphone><favicon><apple-touch-icon>","11","3","17","","","1598","154"
"6578","1","6614","","2008-08-09 03:13:04","","105","27885","<p>I'm just beginning to have a look at Objective-C and Cocoa with a view to playing with the iPhone SDK. I'm reasonably comfortable with C's <code>malloc</code> and <code>free</code> concept, but Cocoa's references counting scheme has me rather confused. I'm told it's very elegant once you understand it, but I'm just not over the hump yet.</p>

<p>How do <code>release</code>, <code>retain</code> and <code>autorelease</code> work and what are the conventions about their use?</p>

<p>(Or failing that, what did you read which helped you get it?)</p>
","797","","63550","Paul","2011-04-06 09:33:43","2013-06-18 11:32:49","Understanding reference counting with Cocoa and Objective-C","<iphone><objective-c><cocoa><memory>","14","0","88","","","6578","154"
"8756","1","8776","","2008-08-12 12:29:32","","21","20395","<p>Does anyone have any good starting points for me when looking at making web pages/sites/applications specifically for viewing on the iPhone?</p>

<p>I've looked at templates like the one <a href=""http://blog.wired.com/monkeybites/2007/07/meet-joe-hewitt.html"">Joe Hewitt</a> has made, and also seen some templates I can purchase, which I haven't done yet.</p>

<p>I figured someone else had already started on this track and decided that I could probably leech on their newfound knowledge :)</p>

<p>So, does anyone have any pointers? I'm well aware of the problem that the more such a template/framework makes a web app look like a native iPhone app, the more likely I'm going to get into trouble because it just isn't, but for now I want a framework I can start building on, and then in the process figure out how to make it distinctive enough to be perceived as a web app as well as looking like a native iPhone application.</p>

<p>Specifically I'm looking for features like:</p>

<ul>
<li>stylesheets set up, or pointers to how to do them for iPhone</li>
<li>page flipping animation, ie. pick an item in a list, list scrolls out of view to the left and information for item scrolls in from the right</li>
<li>the animation part would have to work with dynamic pages, ie. not just one big page that has divs set up for each sub-item, which at least one such framework had as a sort of quick fix, I would need to have list item picking load the <em>page</em> for that item, and then when loaded, scroll to it</li>
</ul>

<p><hr /></p>

<p><strong>Edit</strong>: To avoid people reading only the question and answering, before reading my other reply, I'll add my clarification for GPL licensing and similar issues here.</p>

<p>The framework I need to use can not be distributed under a license which would require me to license my own project out under a similar license. The GPL family of licenses allows for exceptions regarding library usage, but this won't apply to this since by necessity, the kind of framework I would need to use would be all source code.</p>

<p>The project can easily accomodate commercial libraries.</p>

<p>Also, I don't need a <em>library</em> or a <em>framework</em> as such, example files that look good and aren't overly obfuscated would be welcome as well.</p>
","267","lassevk","714","Chris Hanson","2008-12-06 08:59:37","2012-02-25 01:20:06","iPhone web applications, templates, frameworks?","<iphone><web-applications><dashcode>","9","1","17","2012-02-12 19:52:58","","8756","154"
"11112","1","2028892","","2008-08-14 14:30:17","","7","932","<p>Most wiki software I've presents lots of ""features"" on their pages.  This is fine for desktop users, but is annoying when using an iPhone or other mobile device.  <br /><br />I'd prefer pages that just had the content, along with maybe an Edit button and a Search button.  The editors are also often too fancy for mobile users; a simple multi-line edit field would be better for mobile users than a bunch of formatting controls.</p>

<p>What is a good wiki package for mobile users?</p>
","1175","Kristopher Johnson","155077","Kristopher Johnson","2015-04-17 10:27:26","2015-04-17 10:27:26","Best Wiki for Mobile Users","<iphone><wiki><mobile-website>","3","0","","","","11112","154"
"21464","1","21494","","2008-08-21 23:53:36","","9","1570","<p>This is my first post here and I wanted to get some input from people doing iPhone development.  Other than the Apple DevCenter, where are there good sites to learn iPhone developement?</p>

<p>I know Apple has a tough NDA but there has to be people talking about writing applications for the iPhone.</p>

<p>Thank you,
    Rob Bazinet</p>
","2305","","137","Flubba","2008-08-23 11:27:36","2012-10-24 14:34:43","Recommended iPhone Development Resources","<iphone><resources>","7","2","9","2012-10-25 17:38:35","","21464","154"
"22469","1","27771","","2008-08-22 14:20:35","","42","36552","<p>I'm going to be working on some iPhone apps so I've been given a golden ticket to buy a Mac. However the golden ticket isn't worth that much, and I'm thinking iMac. Now, Macs are great, I love 'em and use 'em at home, but I know that the iMac is geared more towards the average consumer than the professional. Is an iMac going to be powerful enough to do iPhone development on?</p>

<p>If it helps any, the only thing I envision doing on the Mac is running XCode and maybe a web browser.</p>

<p>Is there anybody out there doing iPhone development and having trouble running the required tools on their machine? If so, what do you have?</p>
","543","bpapa","3532040","bpapa","2014-05-07 19:04:57","2014-05-07 19:04:57","What's a good machine for iPhone development?","<iphone><osx><imac>","19","2","8","2012-12-26 19:16:16","","22469","154"
"22607","1","22666","","2008-08-22 15:08:50","","8","1768","<p>I’m thinking about trying some development for the iPhone, is it possible to install Leopard inside VMWare? I already have a pretty high spec PC with a comfy setup that I’d like to use, or do I need to buy a real Mac?</p>
","1367","Wilka","","","","2015-09-15 09:24:19","Virtual Mac?","<iphone><osx><virtualization>","6","3","3","","","22607","154"
"27138","1","2151866","","2008-08-26 00:01:55","","3","3611","<p>I was wondering if I could access the iPhones Core Location framework over a website?</p>

<p>My goal is to build a webapp/website that the iPhone would browse to, then upload its current GPS location. This would be a simple site primary for friends/family so we could locate each other. I can have them manually enter lng/lat but its not the easiest thing to find. If the iPhone could display or upload this automatically it would be great.</p>

<p>I don't own a Mac yet (waiting for the new Mac Book Pro) but would like something a little more automatic right now. Once I have the mac I could download the SDK and build a better version later. For now a webapp version would be great if possible. Thanks.</p>
","1992","Bernie Perez","147141","","2009-10-07 22:21:15","2012-03-29 20:37:50","iPhone app that access the Core Location framework over web","<iphone><gps><web-applications>","4","0","3","","","27138","154"
