Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,PostId,Id
"5958887","1","","","2011-05-11 03:24:42","","0","3478","<p>I'm trying to connect to a sqlite3 database from php, but I'm hitting a brick wall when I want to place my db somewhere convenient and outside of web accesible space. When db file is in the same folder as my php script it runs ok, but when I place it somewhere else - silent fail.</p>

<p>I've written up a simple checker so it would be easier to understand what I mean</p>

<pre><code>&lt;?php
$files = array(
   'data.db',
    getcwd() . DIRECTORY_SEPARATOR . 'data.db',
   'some_inner_folder' . DIRECTORY_SEPARATOR . 'data.db',
    getcwd() . DIRECTORY_SEPARATOR . 'some_inner_folder' . DIRECTORY_SEPARATOR . 'data.db'
);

foreach($files as $file) {
    if(file_exists($file))
        echo $file, ' found&lt;br/&gt;';
    else
        echo $file, ' not found!&lt;br/&gt;';
    try {
        $db = new PDO('sqlite:host=' . $file);
        if($db)
            echo 'connection to ', $file, ' made succesfully&lt;br/&gt;';
    } catch (PDOException $error) {
        echo 'error connecting to ', $file, ' error message: ', $error-&gt;getMessage(), '&lt;br/&gt;';
    }
    $db = null;
}
</code></pre>

<p>Output turned out to be:</p>

<pre><code>data.db found
connection to data.db made succesfully
C:\Web\data.db found
error connecting to C:\Web\data.db error message: SQLSTATE[HY000] [14] unable to open database file
some_inner_folder\data.db found
error connecting to some_inner_folder\data.db error message: SQLSTATE[HY000] [14] unable to open database file
C:\Web\some_inner_folder\data.db found
error connecting to C:\Web\some_inner_folder\data.db error message: SQLSTATE[HY000] [14] unable to open database file
</code></pre>

<p>C:\Web\data.db and C:\Web\some_inner_folder\data.db has the same contents (file copy&amp;paste)</p>

<p>PHP Version 5.3.6, Windows 7 x64</p>

<p>PDO drivers mysql, sqlite, sqlite2</p>

<p>SQLite Library  3.7.4</p>

<p>I'm not really seeing why it doesn't work.</p>

<p>Problem solved</p>

<pre><code>$db = new PDO('sqlite:host=' . $file);
</code></pre>

<p>should read like this:</p>

<pre><code>$db = new PDO('sqlite:' . $file);
</code></pre>

<p>Turns out pdo_sqlite doesn't need 'host='</p>
","747933","","569101","","2012-09-03 21:08:33","2012-09-03 21:08:33","PDO SQLite3 connection failure when database is in different folder","<php><sqlite><sqlite3><pdo>","2","10","","","","5958887","1661"
"10739146","1","10742103","","2012-05-24 14:09:22","","0","57","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/7519901/core-plot-remove-decimal-points-from-axis-labels"">core-plot remove decimal points from axis labels</a>  </p>
</blockquote>



<p>I 'am building a <code>Scatterplot</code> with the help of Core Plot 1.0 version. The Graphs X and the Y value are being printing like <code>15.0,18.0</code>,etc..  instead of 15 18 and so on. How can I round  the value???</p>
","1410411","","690854","","2012-06-25 01:52:44","2012-06-25 01:52:44","Round it the value of x and y","<iphone><ios5><core-plot><xcode4.3>","3","0","","2012-12-28 11:51:55","","10739146","154"
"28729619","1","","","2015-02-25 21:08:30","","-2","30","<p>I need to make a box which had 4 buttons UP, DOWN, RIGHT and LEFT, in the centre needs to be writing so whenever i click one of the buttons its says ""Going Right!"" etc. It keeps saying cannot find symbol - variable UP. what do i do?</p>

<pre><code>import java.awt.BorderLayout;

import java.awt.event.ActionListener;

import java.awt.event.ActionEvent;

import javax.swing.JFrame;

import javax.swing.JButton;

public class BorderLayoutFrame extends JFrame implements ActionListener
{

    private JButton[] buttons; 
    private static final String[] names = { ""UP"", ""DOWN"", ""RIGHT"", ""LEFT"", };
    private BorderLayout layout;


    public BorderLayoutFrame()
    {
        super (""BorderLayout Demo"");

        layout = new BorderLayout( 5, 5); 
        setLayout( layout );
        buttons = new JButton[ names.length ];

        for ( int count = 0; count &lt; names.length; count++ )
        {
            buttons[ count ] = new JButton( names[ count ] ); 
            buttons[ count ].addActionListener( this );
        }

        add( buttons[ 0 ], BorderLayout.UP ); 
        add( buttons[ 1 ], BorderLayout.DOWN );
        add( buttons[ 2 ], BorderLayout.RIGHT );
        add( buttons[ 3 ], BorderLayout.LEFT );
    }

    public void actionPerformed( ActionEvent event )
    {
        for ( JButton button  : buttons )
        {
            if ( event.getSource() == button)
               button.setVisible( false );

               button.setVisible( true );
            }
            layout. layoutContainer( getContentPane() );

}

}
</code></pre>
","3922365","","151239","","2015-02-25 21:10:35","2015-02-25 21:16:14","cannot find symbol - variable UP","<java>","2","4","","","","28729619","17"
"31518554","1","31526184","","2015-07-20 14:02:33","","0","34","<p>For one of my Django models, I have a template for editing which is made up of input fields. However, unlike a standard form, whenever these inputs are changed, I fire off an AJAX request to save that individual field. My AJAX endpoint basically looks like this:</p>

<pre><code>def update_field(request, mod_id, field, value, element_id):
    mod = Model.objects.get(id=mod_id)
    setattr(mod, field, value)
    mod.save()
    return json.dumps({'element_id': element_id})
</code></pre>

<p>However this is a very basic and probably naive approach. Before calling setattr and save, I'd like to validate that the input (i.e, <code>value</code>) is valid for whatever modelField <code>field</code> refers to, where <code>field</code> is a string. </p>

<p>Is there a way to validate this, given some input <code>value</code> and some field name on the model <code>field</code>?</p>
","1025963","","","","","2015-07-20 20:55:18","How to dynamically validate an arbitrary field?","<django><django-models><django-forms>","2","2","","","","31518554","15108"
"19432159","1","19459272","","2013-10-17 16:24:53","","1","122","<p>I have a TableViewController (VC1) set to push-segue to another TableViewController (VC2). This connection was made in storyboard via ctrl-drag from VC1 to VC2. When the segue is performed, the app freezes and I see the CPU peg to 100% and memory usage start climbing rapidly. I started out with a custom VC2 and saw that viewWillAppear was called and the table delegate methods such as numberOfRowsInSection were being executed properly.</p>

<p>In an attempt to narrow down the problem I can see that even a vanilla UITableViewController (no custom controller class) as VC2 has the same problem. But when I set VC2 as just a vanilla UIViewController (not table), it segues fine.</p>

<p>I have about a dozen other TableView -> TableView segues elsewhere in my app that are set up the same way and no problems with them.</p>

<p><strong>VC1 code:</strong></p>

<pre><code>- (void)tableView:(UITableView *)tableView didSelectRowAtIndexPath:(NSIndexPath *)indexPath
{
    [self performSegueWithIdentifier:@""myseguename"" sender:self];
}
</code></pre>
","2026448","","","","","2013-10-18 21:24:10","UITableViewController freezes when segue to another UITableViewController","<iphone><ios><objective-c><uitableview><uiviewcontroller>","1","2","","","","19432159","58338"
"15976387","1","15980706","","2013-04-12 16:25:17","","2","544","<p>I have a cross platform project in C++ where I am mixing audio in real-time. I have several independent tracks as input, that I read from separate files on disk. I then mix these, apply some processing, and spit out a buffer with the resulting audio. The problem I am having is that of disk IO speed. For the current test I am performing, I have about 10 tracks that are read simultaneously from disk. Each track is in raw PCM, 48000 HZ 16 bit stereo. This means that there is a significant amount of data that needs to be read as quickly as possible. I have tried both simple fread calls as well as memory mapped files through Boost, but the issue is the same. When a file is first opened, it usually causes the audio to break up (presumably while the file is read into cache by the OS). After that, everything runs smoothly without a glitch. For the time being I use one thread per file in the common case, sometimes two files per thread. It is usually when I have two files per thread that the stalling/breakup of the stream occurs. Note that I do not know in advance which input files that need to be played, as this is controlled by the user. So my problem is how to read these initial blocks in such a way so that I don't get stalling/breakup. Also, when a new file is loaded it is not necessarily in the beginning that the reading must start.</p>

<p>I have a few thoughts:</p>

<ol>
<li><p>Can we prefetch the files into cache by reading all of them once at startup but disregarding the data? I cannot store all of it in memory. But it seems bad to rely on internal behavior of the OS's read cashe, especially since this is cross platform.</p></li>
<li><p>Can we use a format such as Ogg Vorbis for compression, load the compressed data fully into memory and then decode on the fly? I am thinking that decoding 10 or more Vorbis streams might be too CPU intensive, but I have no benchmarks yet. At least in this way we turn it from an I/O bound task to a CPU bound one.</p></li>
<li><p>Can we do any other kind of clever buffering approach to make it so that the large reads are more equally distributed? I know very little about how I might accomplish that.</p></li>
</ol>

<p>I am stuck at this point, and would appreciate any suggestions that might improve throughput.</p>
","749473","","","","","2013-04-12 20:57:22","Reading many files in parallel","<c++><boost><io><signal-processing>","2","11","1","","","15976387","4037"
"22380513","1","","","2014-03-13 13:43:55","","0","139","<p>I am generating an excel file using odc:OfficeDataConnection xml method. My command type is cube and commandText is cube name.</p>

<p>Now this works fine and generates an empty excel at runtime. People can choose the fields they want and see the pivotTable.</p>

<p>But my issue is I need to set a few columns as default, so when excel opens it automatically puts 2-3 fields in pivot table, so the user doesn't see an empty screen.</p>

<p>This is kind of my sample code
     
     
    Adventure Works 
     
     Adventure Works 
     
     
     
    
      Provider=MSOLAP.3;Integrated Security=SSPI;Persist Security 
       Info=True;Data Source=myolapserver;Initial Catalog=Adventure Works DW<br>
     
    Cube 
    Adventure Works 
    Application1 
    Stored 
     
     
     
    </p>

<p>I was wondering if there is a way to add certain column in these settings so it opens those columns at runtime or use a VBA script to run when excel is generating and loading.</p>

<p>Any help will be appreciated</p>
","1094183","","1481116","","2015-08-07 07:52:13","2015-08-07 07:52:13","opening odc:OfficeDataConnection and opening few columns by default","<excel><vba><excel-vba><export-to-excel><olap-cube>","0","4","1","","","22380513","522"
"27913940","1","27914067","","2015-01-13 02:11:55","","0","40","<p>I am writing a web crawler. When it visits a page, it pulls all the links on that page (that satisfy conditions, blah blah) and adds them to the queue of pages to visit. I don't want the crawler to visit the same page twice. My current solution is clunky: when a page is visited, I add the URL to a list of visited pages (so moves from queue to list). Then, when I go to visit a next page, I recursively 'pop' off links from the queue until I get one that is not in the list of previously visited pages. Like I said, this seems clunky and inefficient and there must be a better way. </p>

<p>Here's my code for returning the first unvisited page from a queue: </p>

<pre><code>def first_new_page(queue, visited): 
    ''' 
    Given a queue and list of visited pages, returns the first unvisited URL in the queue 
    '''
    if queue.empty(): 
        return -1 
    rv = queue.get()
    if rv not in visited: 
        return rv 
    else: 
        return first_new_page(queue, visited)
</code></pre>
","3931214","","","","","2015-01-13 03:23:58","Queue datastruct -- find first element in queue that has not previously been queued","<python><web-scraping><beautifulsoup><web-crawler>","1","2","","","","27913940","47561"
"23987221","1","","","2014-06-02 04:08:24","","0","37","<p>I'm working on a parser for my site and I've run into an issue--Is there anyway to remove/insert ""http://"" from a string user preg_replace? I know the basics of how to use the function, and have been following tutorials, but I'm not exactly sure how to go about doing this.</p>

<p>here's my code:</p>

<pre><code>    function showBBcodes($text) 
{   
    // BBcode array
    $find = array(
    '~\[b\](.*?)\[/b\]~s',
    '~\[i\](.*?)\[/i\]~s',
    '~\[u\](.*?)\[/u\]~s',
    '~\[quote\](.*?)\[/quote\]~s',
    '~\[size=(.*?)\](.*?)\[/size\]~s',
    '~\[color=(.*?)\](.*?)\[/color\]~s',
    '~\[url=([^]]*)\]([^[]*)\[/url\]~s',
    '~\[img\](https?://.*?\.(?:jpg|jpeg|gif|png|bmp))\[/img\]~s'
    );
    // HTML tags to replace BBcode
    $replace = array(
    '&lt;b&gt;$1&lt;/b&gt;',
    '&lt;i&gt;$1&lt;/i&gt;',
    '&lt;span style=""text-decoration:underline;""&gt;$1&lt;/span&gt;',
    '&lt;pre&gt;$1&lt;/'.'pre&gt;',
    '&lt;span style=""font-size:$1px;""&gt;$2&lt;/span&gt;',
    '&lt;span style=""color:$1;""&gt;$2&lt;/span&gt;',
    '&lt;a href=""https://$1""&gt;$2\&lt;/a&gt;',
    '&lt;img src=""$1"" alt="""" /&gt;'
    );

    // Replacing the BBcodes with corresponding HTML tags
    return preg_replace($find,$replace,$text);
}
</code></pre>
","3462020","","","","","2014-06-02 04:08:24","BBCode preg_replace change link with or without ""http://""","<php>","0","6","","","","23987221","5"
"27160589","1","27160629","","2014-11-26 23:22:45","","0","71","<p>I'm looking for a way to pass a queue between threads in c++, below is a very basic outline what I want to do. It works as a function but I need to use a separate thread as both the task and main will have separate loops to perform.</p>

<p>here is the function:</p>

<pre><code>void task1(queue &lt;bool&gt; &amp;qPass)
{
    bool bits[5] = { 1, 0, 0, 1, 1 };

    for (int i = 0; i &lt; 5; i++)
    {
        qPass.push(bits[i]);
    }

    cout &lt;&lt; ""Task:\tpush complete\t("" &lt;&lt; qPass.size() &lt;&lt; "")"" &lt;&lt; endl;
}
</code></pre>

<p>the main</p>

<pre><code>int main()
{
    queue &lt;bool&gt; qPass;
    int n;

    //thread task(task1, qPass);//thread call doesnt work
    //task.join();

    task1(qPass);//function call works

    n = qPass.size();
    cout &lt;&lt; ""Main:\t"";
    for (int i = 0; i &lt; n; i++)
    {
        cout &lt;&lt; qPass.front();
        qPass.pop();
    }
    cout &lt;&lt; ""\t("" &lt;&lt; n &lt;&lt; "")"" &lt;&lt; endl;

    cin.get();
    return 0;
}
</code></pre>

<p>If I comment the function call and uncomment the thread calls it will run but the queue in main isn't filled. Thanks in advance.</p>
","3375654","","","","","2014-11-26 23:26:39","Pass a queue between threads in c++","<c++><multithreading><queue>","1","3","","","","27160589","342"
